AGGREGATION_NAME,AMERICAN INDIAN/ALASKA NATIVE,ASIAN/PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,ENGLISH LANGUAGE LEARNER,FEMALE,FORMERLY ENGLISH LANGUAGE LEARNER,GENERAL EDUCATION STUDENTS,HISPANIC,HOMELESS,IN FOSTER CARE,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT ENGLISH LANGUAGE LEARNER,NOT HOMELESS,NOT MIGRANT,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME
GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,0.0,0.0,7.31,45.18,0.0,53.16,0.0,77.74,18.27,0.0,0.0,46.84,0.0,0.0,54.82,0.0,0.0,0.0,0.0,0.0,0.0,22.26,64.78,95.35,353100011064,35,RICHMOND
GEN. DOUGLAS MACARTHUR SENIOR HIGH SCHOOL,0.0,2.27,0.97,15.04,0.0,48.7,1.3,90.48,13.53,0.0,0.0,51.3,0.0,0.0,84.96,0.0,0.0,0.0,0.0,0.0,0.0,9.52,79.76,96.21,280205030016,28,NASSAU
GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,36.39,0.0,44.3,0.0,91.14,0.0,0.0,0.0,55.7,0.0,0.0,63.61,0.0,0.0,0.0,0.0,0.0,0.0,8.86,31.96,93.35,220401040004,22,JEFFERSON
GENESEE VALLEY ELEMENTARY SCHOOL,0.0,0.0,0.0,39.84,0.0,41.41,0.0,87.5,0.0,0.0,0.0,58.59,0.0,0.0,60.16,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,90.62,20702040001,2,ALLEGANY
GENESEO MIDDLE SCHOOL HIGH SCHOOL,0.0,0.0,0.0,25.12,0.0,54.88,0.0,87.44,0.0,0.0,0.0,45.12,0.0,0.0,74.88,0.0,0.0,0.0,0.0,0.0,0.0,12.56,86.98,97.91,240401040001,24,LIVINGSTON
GENEVA HIGH SCHOOL,0.0,0.0,9.52,58.13,5.95,50.99,0.0,91.47,25.0,3.77,0.0,49.01,0.0,5.95,41.87,94.05,96.23,0.0,0.0,0.0,0.0,8.53,52.58,83.04,430700010006,43,ONTARIO
GEORGE F BAKER HIGH SCHOOL,0.0,0.0,0.0,7.69,0.0,47.69,0.0,0.0,10.77,0.0,0.0,52.31,0.0,0.0,36.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.62,98.46,441903020001,44,ORANGE
GEORGE FOWLER HIGH SCHOOL,0.0,0.0,33.82,81.86,9.8,49.02,7.84,75.98,23.04,8.82,0.0,48.53,0.0,0.0,15.69,87.75,88.73,0.0,0.0,0.0,0.0,21.57,27.94,57.84,421800010049,42,ONONDAGA
GEORGE JUNIOR REPUBLIC SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,22.58,38.71,610327020002,61,TOMPKINS
GEORGE W HEWLETT HIGH SCHOOL,0.0,10.97,1.62,24.06,0.0,45.76,1.75,86.16,13.09,0.0,0.0,54.24,0.0,0.0,75.94,0.0,0.0,0.0,0.0,0.0,0.0,13.84,66.71,96.82,280214030007,28,NASSAU
GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,0.0,0.0,81.45,76.61,1.88,50.0,0.0,85.75,9.68,6.45,0.0,50.0,0.0,0.0,23.39,35.48,93.55,0.0,0.0,0.0,0.0,14.25,0.0,80.51,342900011272,34,QUEENS
GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCHOOL,0.0,1.3,72.92,76.56,0.0,27.86,0.0,83.85,19.53,7.03,0.0,72.14,0.0,0.0,23.44,0.0,92.97,0.0,0.0,0.0,0.0,16.15,0.0,86.72,331300011605,33,KINGS
GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,41.82,0.0,47.27,0.0,62.73,0.0,0.0,0.0,52.73,0.0,0.0,58.18,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,84.55,100902040004,10,COLUMBIA
GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,49.41,0.0,55.29,0.0,0.0,0.0,0.0,0.0,44.71,0.0,0.0,50.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.65,470202040003,47,OTSEGO
GILBOA CONESVILLE CENTRAL SCHOOL,0.0,0.0,0.0,38.24,0.0,47.06,0.0,25.0,0.0,0.0,0.0,52.94,0.0,0.0,61.76,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,97.06,540801040001,54,SCHOHARIE
GLEN COVE HIGH SCHOOL,0.0,0.0,10.75,57.54,11.93,48.49,4.06,84.14,56.23,0.66,0.0,51.51,0.0,0.0,42.46,88.07,33.16,0.0,0.0,0.0,0.0,15.86,27.79,81.26,280100010007,28,NASSAU
GLENS FALLS SENIOR HIGH SCHOOL,0.0,0.0,3.01,44.52,0.0,49.89,0.0,86.24,2.58,4.09,0.0,50.11,0.0,1.29,55.48,0.0,61.51,0.0,0.0,0.0,0.0,13.76,87.96,85.38,630300010007,63,WARREN
GLOBAL CONCEPTS CHARTER SCHOOL,0.0,0.0,7.92,71.78,0.0,57.43,0.0,62.38,6.93,0.0,0.0,42.57,0.0,0.0,28.22,0.0,0.0,0.0,0.0,0.0,0.0,9.41,68.32,96.04,141800860044,14,ERIE
GLOVERSVILLE HIGH SCHOOL,0.0,0.0,6.07,55.52,0.0,50.39,0.0,77.29,1.24,0.0,0.0,49.61,0.0,3.58,44.48,0.0,0.0,0.0,0.0,0.0,0.0,22.71,85.38,74.65,170500010009,17,FULTON
GORTON HIGH SCHOOL,0.0,5.23,29.3,90.78,5.64,53.23,0.83,85.56,55.3,0.96,0.0,46.77,0.0,0.0,9.22,94.36,31.5,0.0,0.0,0.0,0.0,14.44,7.15,86.59,662300010037,66,WESTCHESTER
GOSHEN CENTRAL HIGH SCHOOL,0.0,0.0,5.65,25.9,0.0,51.1,0.0,86.36,10.47,0.0,0.0,48.9,0.0,0.0,74.1,0.0,0.0,0.0,0.0,0.0,0.0,13.64,79.61,94.28,440601040001,44,ORANGE
GOTHAM PROFESSIONAL ARTS ACADEMY,0.0,0.0,55.93,44.07,0.0,61.02,0.0,55.93,0.0,11.86,0.0,38.98,0.0,0.0,22.03,0.0,54.24,0.0,0.0,0.0,0.0,10.17,0.0,77.97,331600011594,33,KINGS
GOTHAN COLLABORATIVE HIGH SCHOOL,0.0,6.07,29.82,84.96,13.98,42.48,4.75,69.13,59.1,15.04,0.0,57.52,0.0,0.0,15.04,86.02,84.96,0.0,0.0,0.0,0.0,30.87,0.0,64.12,320800011452,32,BRONX
GOUVERNEUR JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,55.73,0.0,47.68,0.0,81.42,0.0,1.86,0.0,52.32,0.0,0.0,44.27,0.0,30.65,0.0,0.0,0.0,0.0,18.58,34.98,80.34,511101060005,51,SAINT LAWRENCE
GOWANDA  HIGH SCHOOL,20.67,0.0,0.0,61.33,0.0,54.0,0.0,87.0,0.0,0.0,0.0,46.0,0.0,2.0,38.67,0.0,0.0,0.0,0.0,0.0,0.0,13.0,70.0,86.17,42801060006,4,CATTARAUGUS
GRAMERCY ARTS HIGH SCHOOL,0.0,0.0,41.62,81.21,0.0,72.25,1.73,84.1,44.51,3.47,0.0,27.75,0.0,0.0,18.79,0.0,65.03,0.0,0.0,0.0,0.0,15.9,6.36,87.72,310200011374,31,NEW YORK
GRAND ISLAND SENIOR HIGH SCHOOL,0.0,1.84,0.79,22.66,0.0,49.41,0.0,88.67,2.9,0.0,0.0,50.59,0.0,2.11,77.34,0.0,0.0,0.0,0.0,0.0,0.0,11.33,88.67,95.52,141501060004,14,ERIE
GRANVILLE JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,34.3,0.0,44.4,0.0,79.42,0.0,0.0,0.0,55.6,0.0,0.0,65.7,0.0,0.0,0.0,0.0,0.0,0.0,20.58,33.57,87.0,640701040003,64,WASHINGTON
GREAT NECK NORTH HIGH SCHOOL,0.0,15.02,0.0,19.91,3.96,51.11,3.03,84.87,5.47,0.0,0.0,48.89,0.0,0.0,80.09,96.04,0.0,0.0,0.0,0.0,0.0,15.13,75.55,95.05,280407030015,28,NASSAU
GREAT NECK SOUTH HIGH SCHOOL,0.0,53.37,1.55,20.66,3.65,46.96,5.64,90.28,6.3,0.0,0.0,53.04,0.0,1.1,79.34,96.35,0.0,0.0,0.0,0.0,0.0,9.72,34.14,97.51,280407030014,28,NASSAU
GREECE-ATHENA HIGH SCHOOL,0.0,1.06,15.33,44.22,0.0,49.29,0.71,84.91,11.67,0.0,0.0,50.71,0.0,0.0,55.78,0.0,0.0,0.0,0.0,0.0,0.0,15.09,66.98,91.57,260501060019,26,MONROE
GREEN TECH HIGH CHARTER SCHOOL,0.0,0.0,80.49,51.22,0.0,0.0,0.0,32.93,5.49,0.0,0.0,0.0,0.0,0.0,48.78,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,94.21,10100860907,1,ALBANY
GREENBURGH ELEVEN HIGH SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.31,660411020004,66,WESTCHESTER
GREENE HIGH SCHOOL,0.0,0.0,0.0,43.72,0.0,51.63,0.0,85.12,0.0,0.0,0.0,48.37,0.0,0.0,56.28,0.0,0.0,0.0,0.0,0.0,0.0,14.88,31.16,90.93,80601040003,8,CHENANGO
GREENPORT HIGH SCHOOL,0.0,0.0,0.0,60.11,19.67,45.36,0.0,0.0,41.53,0.0,0.0,54.64,0.0,0.0,39.89,80.33,0.0,0.0,0.0,0.0,0.0,0.0,45.9,74.86,581010020001,58,SUFFOLK
GREENVILLE HIGH SCHOOL,0.0,0.0,0.0,33.45,0.0,54.18,0.0,82.91,0.0,0.0,0.0,45.82,0.0,0.0,66.55,0.0,0.0,0.0,0.0,0.0,0.0,17.09,59.64,94.18,190701040004,19,GREENE
GREENWICH JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,27.64,0.0,48.78,0.0,85.77,0.0,0.0,0.0,51.22,0.0,0.0,72.36,0.0,0.0,0.0,0.0,0.0,0.0,14.23,28.05,88.21,640801040002,64,WASHINGTON
GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS,0.0,0.0,0.0,55.38,45.38,53.08,36.92,0.0,0.0,12.56,0.0,46.92,0.0,0.0,6.67,54.62,54.87,0.0,0.0,0.0,0.0,0.0,0.0,82.82,310600011552,31,NEW YORK
GRIFFITH INSTITUTE HIGH SCHOOL,0.0,0.0,0.0,31.96,0.0,50.46,0.0,87.21,1.14,1.37,0.0,49.54,0.0,0.0,68.04,0.0,29.0,0.0,0.0,0.0,0.0,12.79,93.15,94.98,141101060001,14,ERIE
GROTON HIGH SCHOOL,0.0,0.0,0.0,40.91,0.0,48.3,0.0,81.82,0.0,0.0,0.0,51.7,0.0,0.0,59.09,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,90.06,610501040001,61,TOMPKINS
GROVER CLEVELAND HIGH SCHOOL,0.0,9.75,5.52,66.91,15.67,41.73,7.51,83.05,63.15,9.19,0.0,58.27,0.0,0.48,33.09,84.33,90.81,0.0,0.0,0.0,0.0,16.95,19.58,68.03,342400011485,34,QUEENS
GUILDERLAND HIGH SCHOOL,0.0,10.61,3.97,15.96,0.0,47.89,0.52,87.4,3.71,0.0,0.0,52.11,0.0,1.38,84.04,0.0,0.0,0.0,0.0,0.0,0.0,12.6,79.38,95.64,10802060005,1,ALBANY
H FRANK CAREY JUNIOR-SENIOR HIGH SCHOOL,0.0,8.55,1.31,19.36,0.0,48.93,0.0,88.36,13.66,0.0,0.0,51.07,0.0,0.0,80.64,0.0,0.0,0.0,0.0,0.0,0.0,11.64,73.99,98.34,280252070004,28,NASSAU
H.C. WILLIAMS SENIOR HIGH SCHOOL,0.0,0.0,0.0,36.68,0.0,48.79,0.0,83.74,0.0,1.73,0.0,51.21,0.0,0.0,63.32,0.0,27.68,0.0,0.0,0.0,0.0,16.26,65.74,91.7,510201060003,51,SAINT LAWRENCE
HADLEY-LUZERNE HIGH SCHOOL,0.0,0.0,0.0,51.41,0.0,49.72,0.0,56.5,0.0,0.0,0.0,50.28,0.0,0.0,48.59,0.0,0.0,0.0,0.0,0.0,0.0,7.91,0.0,86.44,630801040001,63,WARREN
HALDANE MIDDLE/HIGH SCHOOL,0.0,0.0,0.0,16.07,0.0,46.88,0.0,83.04,2.23,0.0,0.0,53.12,0.0,0.0,83.93,0.0,0.0,0.0,0.0,0.0,0.0,16.96,87.5,98.66,480401040002,48,PUTNAM
HALF HOLLOW HILLS HIGH SCHOOL EAST,0.0,13.08,11.51,17.56,0.5,49.11,0.36,85.07,9.59,0.43,0.0,50.89,0.0,1.49,82.44,33.62,30.06,0.0,0.0,0.0,0.0,14.93,61.62,97.09,580405060010,58,SUFFOLK
HALF HOLLOW HILLS HIGH SCHOOL WEST,0.0,15.18,13.35,22.63,0.0,46.52,0.0,79.69,7.45,0.48,0.0,53.48,0.0,0.68,77.37,0.0,30.37,0.0,0.0,0.0,0.0,20.31,61.51,93.96,580405060016,58,SUFFOLK
HAMBURG HIGH SCHOOL,0.0,0.57,0.0,17.91,0.0,49.02,0.0,92.77,0.69,0.0,0.0,50.98,0.0,0.0,82.09,0.0,0.0,0.0,0.0,0.0,0.0,7.23,95.75,96.61,141601060007,14,ERIE
HAMILTON JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,26.67,0.0,41.9,0.0,62.86,0.0,0.0,0.0,58.1,0.0,0.0,73.33,0.0,0.0,0.0,0.0,0.0,0.0,10.48,0.0,89.52,250701040001,25,MADISON
HAMMOND CENTRAL SCHOOL,0.0,0.0,0.0,43.55,0.0,59.68,0.0,0.0,0.0,0.0,0.0,40.32,0.0,0.0,56.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.71,511201040001,51,SAINT LAWRENCE
HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,49.47,0.0,43.16,0.0,0.0,0.0,0.0,0.0,56.84,0.0,0.0,50.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.68,572901040004,57,STEUBEN
HAMPTON BAYS SECONDARY SCHOOL,0.0,0.0,0.0,59.0,8.8,47.2,0.0,86.4,55.0,0.0,0.0,52.8,0.0,0.0,41.0,91.2,0.0,0.0,0.0,0.0,0.0,13.6,24.8,93.5,580905020001,58,SUFFOLK
HANCOCK JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,48.96,0.0,48.96,0.0,59.38,0.0,0.0,0.0,51.04,0.0,0.0,51.04,0.0,0.0,0.0,0.0,0.0,0.0,13.54,0.0,93.75,120906040002,12,DELAWARE
HANNIBAL  HIGH SCHOOL,0.0,0.0,0.0,60.49,0.0,53.09,0.0,87.35,0.0,2.47,0.0,46.91,0.0,0.0,39.51,0.0,30.86,0.0,0.0,0.0,0.0,12.65,0.0,84.1,460701040002,46,OSWEGO
HARBORFIELDS HIGH SCHOOL,0.0,4.1,2.11,11.48,1.17,51.52,0.0,89.81,9.6,0.0,0.0,48.48,0.0,0.7,88.52,66.04,0.0,0.0,0.0,0.0,0.0,10.19,81.73,98.48,580406060007,58,SUFFOLK
HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL,0.0,0.0,61.7,81.91,0.0,55.85,0.0,87.77,2.66,0.0,0.0,44.15,0.0,0.0,18.09,0.0,0.0,0.0,0.0,0.0,0.0,12.23,0.0,98.4,310500860864,31,NEW YORK
HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,0.0,0.0,42.74,52.99,0.0,58.12,0.0,0.0,0.0,0.0,0.0,41.88,0.0,0.0,21.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.15,310500860886,31,NEW YORK
HARLEM DAY CHARTER SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310400860840,31,NEW YORK
HARLEM RENAISSENCE HIGH SCHOOL,0.0,0.0,45.9,88.15,16.11,58.97,5.47,75.68,34.95,11.55,0.0,41.03,0.0,0.0,11.85,83.89,88.45,0.0,0.0,0.0,0.0,24.32,0.0,27.36,310500011285,31,NEW YORK
HARLEM SUCCESS ACADEMY CHARTER SCHOOL,0.0,0.0,51.02,32.65,0.0,65.31,0.0,0.0,12.24,0.0,0.0,34.69,0.0,0.0,30.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71,310300860897,31,NEW YORK
HARLEM VILLAGE ACADEMY CHARTER SCHOOL,0.0,0.0,81.69,71.13,0.0,54.23,0.0,79.58,12.68,0.0,0.0,45.77,0.0,0.0,28.87,0.0,0.0,0.0,0.0,0.0,0.0,20.42,0.0,98.59,310500860848,31,NEW YORK
HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,0.0,0.0,69.43,77.07,0.0,61.78,0.0,56.05,30.57,0.0,0.0,38.22,0.0,0.0,22.93,0.0,0.0,0.0,0.0,0.0,0.0,11.46,0.0,97.77,310400860849,31,NEW YORK
HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,58.38,0.0,44.67,0.0,77.66,0.0,0.0,0.0,55.33,0.0,0.0,41.62,0.0,0.0,0.0,0.0,0.0,0.0,22.34,0.0,89.85,30501040003,3,BROOME
HARRISON HIGH SCHOOL,0.0,6.83,0.0,22.9,1.8,49.88,3.48,90.41,19.78,0.0,0.0,50.12,0.0,0.0,77.1,64.27,0.0,0.0,0.0,0.0,0.0,9.59,69.18,98.32,660501060004,66,WESTCHESTER
HARRISVILLE JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,52.88,0.0,52.88,0.0,55.77,0.0,0.0,0.0,47.12,0.0,0.0,47.12,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,93.27,230301040002,23,LEWIS
HARRY S. TRUMAN HIGH SCHOOL,0.78,2.58,52.84,64.6,4.07,41.6,3.81,77.13,40.5,6.01,0.0,58.4,0.0,0.0,35.4,95.93,93.99,0.0,0.0,0.0,0.0,22.87,2.84,76.74,321100011455,32,BRONX
HARTFORD CENTRAL SCHOOL,0.0,0.0,0.0,47.62,0.0,54.29,0.0,33.33,0.0,0.0,0.0,45.71,0.0,0.0,52.38,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,90.48,641001040001,64,WASHINGTON
HARVEST COLLEGIATE HIGH SCHOOL,0.0,0.0,25.87,56.15,0.0,57.41,1.89,71.92,44.79,5.99,0.0,42.59,0.0,0.0,43.85,0.0,94.01,0.0,0.0,0.0,0.0,28.08,21.14,90.38,310200011534,31,NEW YORK
HARVEY AUSTIN SCHOOL,0.0,0.0,61.78,74.2,1.91,61.15,0.0,77.07,11.15,0.0,0.0,38.85,0.0,0.0,25.8,33.44,0.0,0.0,0.0,0.0,0.0,22.93,14.65,83.28,140600010104,14,ERIE
HARVEY MILK HIGH SCHOOL,0.0,0.0,14.29,80.61,0.0,53.06,0.0,55.1,59.18,15.31,0.0,46.94,0.0,0.0,19.39,0.0,54.08,0.0,0.0,0.0,0.0,44.9,0.0,39.29,310200011586,31,NEW YORK
HASTINGS HIGH SCHOOL,0.0,7.43,0.0,6.0,0.0,47.14,0.0,88.86,10.57,0.0,0.0,52.86,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14,75.43,99.29,660404030003,66,WESTCHESTER
HAUPPAUGE HIGH SCHOOL,0.0,5.84,0.0,14.99,0.0,50.06,0.0,89.64,7.61,0.0,0.0,49.94,0.0,0.0,85.01,0.0,0.0,0.0,0.0,0.0,0.0,10.36,83.57,96.69,580506030007,58,SUFFOLK
HAVERLING SENIOR HIGH SCHOOL,0.0,0.0,0.0,48.26,0.0,47.67,0.0,86.05,0.0,2.03,0.0,52.33,0.0,0.0,51.74,0.0,31.4,0.0,0.0,0.0,0.0,13.95,0.0,93.02,570302060003,57,STEUBEN
HAWTHORNE CEDAR KNOLLS SR/JR HIGH SCHOOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660803020001,66,WESTCHESTER
HEALTH OPPORTUNITIES PROGRAM,1.15,0.0,37.16,85.32,9.4,61.47,6.42,79.13,56.65,12.61,0.0,38.53,0.0,0.0,14.68,90.6,87.39,0.0,0.0,0.0,0.0,20.87,0.0,61.24,320700011670,32,BRONX
HEALTH PROFESSIONS & HUMAN SERVICES HIGH SCHOOL,0.42,21.98,17.24,73.37,2.79,71.09,5.33,90.62,51.48,4.31,0.0,28.91,0.0,0.0,26.63,97.21,95.69,0.0,0.0,0.0,0.0,9.38,5.33,94.97,310200011420,31,NEW YORK
HEALTH SCIENCES CHARTER SCHOOL,0.0,0.0,60.73,58.19,1.41,61.58,0.0,89.55,6.21,1.41,0.0,38.42,0.0,0.0,7.06,33.33,33.33,0.0,0.0,0.0,0.0,10.45,0.0,88.28,140600860961,14,ERIE
HEATLY SCHOOL,0.0,0.0,0.0,45.1,0.0,50.98,0.0,0.0,0.0,0.0,0.0,49.02,0.0,0.0,54.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.39,10701030001,1,ALBANY
HEMPSTEAD HIGH SCHOOL,0.0,0.0,27.59,49.12,27.83,48.7,1.21,92.5,70.54,18.15,0.0,51.3,0.0,0.0,50.88,72.17,81.85,0.0,0.0,0.0,0.0,7.5,0.3,52.99,280201030007,28,NASSAU
HENDRICK HUDSON HIGH SCHOOL,0.0,4.01,6.01,23.04,0.0,47.75,0.0,86.81,24.71,0.0,0.0,52.25,0.0,3.51,76.96,0.0,0.0,0.0,0.0,0.0,0.0,13.19,59.6,95.58,660203060005,66,WESTCHESTER
HENNINGER HIGH SCHOOL,0.98,9.21,43.73,77.27,12.39,51.96,4.23,83.08,12.54,7.02,0.0,48.04,0.0,2.57,22.73,87.61,92.98,0.0,0.0,0.0,0.0,16.92,30.14,64.46,421800010040,42,ONONDAGA
HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,0.0,9.68,0.0,24.73,5.38,39.78,0.0,69.89,60.22,18.28,0.0,60.22,0.0,0.0,5.38,24.73,50.54,0.0,0.0,0.0,0.0,30.11,0.0,86.02,310100011292,31,NEW YORK
HERBERT H. LEHMAN HIGH SCHOOL,0.0,13.63,20.03,73.4,9.52,36.78,5.09,76.19,49.59,1.64,0.0,63.22,0.0,0.0,26.6,90.48,28.9,0.0,0.0,0.0,0.0,23.81,10.67,67.08,320800011405,32,BRONX
HERITAGE SCHOOL (THE),0.0,0.0,10.44,62.09,0.0,48.35,0.0,75.27,62.64,7.14,0.0,51.65,0.0,0.0,10.99,0.0,53.85,0.0,0.0,0.0,0.0,24.73,0.0,85.16,310400011680,31,NEW YORK
HERKIMER HIGH SCHOOL,0.0,0.0,0.0,49.79,0.0,51.5,0.0,87.12,0.0,0.0,0.0,48.5,0.0,0.0,50.21,0.0,0.0,0.0,0.0,0.0,0.0,12.88,66.95,87.77,210601060005,21,HERKIMER
HERMON-DEKALB CENTRAL SCHOOL,0.0,0.0,0.0,46.77,0.0,41.94,0.0,56.45,0.0,0.0,0.0,32.26,0.0,0.0,27.42,0.0,0.0,0.0,0.0,0.0,0.0,17.74,0.0,87.1,511301040002,51,SAINT LAWRENCE
"HERO (HEALTH, EDUCATION AND RESEARCH OCCUPATIONS) HIGH SCHOO",0.0,0.0,0.0,77.29,8.83,68.45,8.2,81.07,58.99,15.77,0.0,31.55,0.0,0.0,22.71,91.17,84.23,0.0,0.0,0.0,0.0,18.93,0.0,75.55,320700011259,32,BRONX
HERRICKS HIGH SCHOOL,0.0,56.47,0.0,14.54,1.71,48.35,0.8,89.77,2.11,0.0,0.0,51.65,0.0,0.0,85.46,60.68,0.0,0.0,0.0,0.0,0.0,10.23,35.71,98.7,280409030008,28,NASSAU
HEUVELTON CENTRAL SCHOOL,0.0,0.0,0.0,36.13,0.0,48.74,0.0,56.3,0.0,0.0,0.0,51.26,0.0,0.0,63.87,0.0,0.0,0.0,0.0,0.0,0.0,15.13,0.0,92.44,512404040001,51,SAINT LAWRENCE
HICKSVILLE HIGH SCHOOL,0.0,30.59,0.93,43.48,5.59,47.13,2.95,90.3,26.55,1.24,0.0,52.87,0.0,0.39,56.52,94.41,98.76,0.0,0.0,0.0,0.0,9.7,38.82,92.16,280517030010,28,NASSAU
"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHITECTURE",0.97,32.64,6.78,66.8,0.0,34.3,0.0,87.69,33.47,0.0,0.0,65.7,0.0,7.47,33.2,0.0,0.0,0.0,0.0,0.0,0.0,12.31,13.28,97.65,342700011650,34,QUEENS
HIGH SCHOOL FOR ARTS AND BUSINESS,0.0,9.4,9.93,63.12,0.0,58.51,6.38,84.4,75.53,3.55,0.0,41.49,0.0,0.0,36.88,0.0,96.45,0.0,0.0,0.0,0.0,15.6,3.19,95.74,342400011550,34,QUEENS
"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",0.0,0.0,10.78,71.9,7.84,52.94,3.92,79.74,57.19,13.07,0.0,47.06,0.0,0.0,28.1,92.16,86.93,0.0,0.0,0.0,0.0,20.26,0.0,75.65,310300011299,31,NEW YORK
HIGH SCHOOL FOR CIVIL RIGHTS,0.0,0.0,68.31,74.07,6.58,42.8,0.0,75.31,10.29,15.23,0.0,57.2,0.0,0.0,25.93,58.44,84.77,0.0,0.0,0.0,0.0,24.69,0.0,62.96,331900011504,33,KINGS
HIGH SCHOOL FOR COMMUNITY LEADERSHIP,4.23,24.17,36.56,83.08,9.37,53.78,4.83,82.18,25.08,6.95,0.0,46.22,0.0,1.81,16.92,90.63,93.05,0.0,0.0,0.0,0.0,17.82,3.02,92.75,342800011328,34,QUEENS
HIGH SCHOOL FOR CONTEMPORARY ARTS,0.0,0.0,27.0,73.0,9.5,51.5,4.25,74.5,56.5,11.5,0.0,48.5,0.0,0.0,27.0,90.5,88.5,0.0,0.0,0.0,0.0,25.5,0.0,81.75,321100011544,32,BRONX
HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,0.0,85.87,0.0,90.46,0.0,61.13,24.03,0.0,6.71,12.01,0.0,38.87,0.0,0.0,9.54,0.0,87.99,0.0,0.0,0.0,0.0,0.0,0.0,99.82,310200011545,31,NEW YORK
HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,0.0,0.0,23.45,77.24,5.52,18.97,5.86,77.59,70.34,10.34,0.0,81.03,0.0,0.0,22.76,60.69,89.66,0.0,0.0,0.0,0.0,22.41,0.0,76.9,321000011565,32,BRONX
HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,0.0,15.11,16.34,82.19,4.79,51.84,4.79,83.78,59.46,4.05,0.0,48.16,0.0,0.0,17.81,95.21,95.95,0.0,0.0,0.0,0.0,16.22,0.0,85.07,310200011400,31,NEW YORK
